x,y
23.89174364,37.19375639
35.84060077,37.19375639
35.84060077,24.78443418
23.8937078,24.78443418
23.89291107,24.7859704
23.89280691,24.78622287
23.89184541,24.78901005
23.89174364,24.78959317
